Employee_ID,Department,Job_Title,"Years of Experience",Education_Level,Performance_Score,Projects_Handled,Employee_Satisfaction_Score,Certifications,Skills,Hire_Date
100,"Customer Support",Manager,6,Bachelor,3,9,3.19,"Full Stack Web Development Bootcamp, JavaScript Developer Certificate",Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;PHP;SQL;Swift;TypeScript;Docker;Git;Yarn;Express;React.js;AWS;MySQL;SQLite,01-12-2017
101,Finance,Engineer,6,Bachelor,4,0,3.42,"Oracle Java Programmer Certification, Spring Framework Certification","Bash/Shell;C;C++;Docker;Git;DigitalOcean;Google Cloud Platform",29-12-2017
102,IT,Consultant,4,Bachelor,1,31,3.63,"Python Institute Certifications, Django for Everybody Specialization","C#;Java;Python;Docker;Git;Kubernetes;Xamarin;ASP.NET;ASP.NET Core ;FastAPI;Flask;React.js;Google Cloud Platform;PostgreSQL",22-11-2019
103,IT,Consultant,4,Bachelor,3,45,5,"Unity Certified Developer, Game Design and Development Specialization","Bash/Shell;Go;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Python;Ruby;TypeScript;Ansible;Docker;Git;Kubernetes;Yarn;Express;FastAPI;Flask;Ruby on Rails;AWS;DigitalOcean;Microsoft Azure;Elasticsearch;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis",07-01-2020
104,Engineering,Consultant,6,Bachelor,4,44,2.13,"Google Cloud Professional DevOps Engineer, Google Cloud Associate Cloud Engineer","Haskell;HTML/CSS;JavaScript;Node.js;TypeScript;Chef;Docker;Git;Yarn;Express;Gatsby;React.js;AWS;Google Cloud Platform;PostgreSQL;Redis",20-01-2018
105,"Customer Support",Technician,5,Bachelor,1,1,2.3,"Gerrit Code Review Certification (if available), GitHub Proficiency Certifications","C#;Dart;HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Vue.js;IBM DB2;Microsoft SQL Server",21-05-2019
106,"Customer Support",Manager,2,Bachelor,4,1,2.94,"GitHub Proficiency Certifications, GitLab Certifications",Java;Kotlin;Git;SQLite,13-09-2021
107,HR,Developer,3,Bachelor,4,8,2.8,"GitHub Proficiency Certifications, GitLab Certifications",Bash/Shell;HTML/CSS;Java;JavaScript;Kotlin;Node.js;SQL;TypeScript;Docker;Git;Kubernetes;Angular;Spring;Vue.js;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,17-12-2020
108,Operations,Engineer,9,Bachelor,4,26,4.68,"GitLab Certified Associate, GitLab CI/CD Certification","Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PHP;Python;Ruby;SQL;TypeScript;Docker;Git;Terraform;Angular.js;jQuery;React.js;Ruby on Rails;Spring;Vue.js;AWS;DigitalOcean;DynamoDB;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis",26-01-2015
109,Sales,Consultant,6,Bachelor,1,24,2.7,"Gradle Certification, Java Developer Certification","Dart;HTML/CSS;JavaScript;Node.js;PHP;Docker;Git;Vue.js;Google Cloud Platform;MariaDB;Microsoft SQL Server;MySQL;SQLite",02-08-2018
110,Sales,Consultant,5,Bachelor,5,32,1.64,"Grafana Certified Associate, Monitoring and Observability Certifications","HTML/CSS;JavaScript;Node.js;Rust;TypeScript;Docker;Git;Unity 3D;Express;React.js;AWS;DigitalOcean;MySQL;PostgreSQL",23-09-2018
111,IT,Technician,0,Bachelor,2,33,4.8,"Groovy Certification, Java Developer Certification",Go;HTML/CSS;JavaScript;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Terraform;Vue.js;AWS;Elasticsearch;PostgreSQL;Redis,08-09-2023
112,Finance,Analyst,5,Bachelor,1,5,3.51,"Certified Information Architect (CIA), User Experience Professional Certification","C#;C++;Docker;Angular;ASP.NET;ASP.NET Core ;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server;MongoDB;PostgreSQL;Redis",06-11-2018
113,Legal,Technician,7,Master,4,14,4.5,"Certified Information Systems Security Professional (CISSP), Certified Ethical Hacker (CEH)","Bash/Shell;Objective-C;Swift;Git;Microsoft Azure;SQLite",07-05-2017
114,"Customer Support",Consultant,0,Bachelor,4,14,3.58,"Interaction Design Foundation Certifications, Certified Usability Analyst (CUA)","C;C#;C++;HTML/CSS;Node.js;SQL;Git;Kubernetes;Xamarin;Microsoft Azure;Oracle",07-06-2024
115,Legal,Specialist,1,Bachelor,2,24,1.58,"Apple Certified iOS Developer, iOS App Development Bootcamp",C#;Git,08-06-2023
116,"Customer Support",Analyst,3,Bachelor,5,5,2.47,"Istio Certification (if available), Cloud Native Computing Foundation Certifications","Bash/Shell;HTML/CSS;JavaScript;Python;SQL;Git;Django;React.js;AWS;IBM DB2;Microsoft SQL Server;SQLite",26-04-2021
117,Legal,Manager,3,Bachelor,5,4,3.24,"Project Management Professional (PMP), ITIL Foundation Certification",Python;SQL;Git;Flask;AWS;PostgreSQL;SQLite,30-04-2021
118,IT,Consultant,8,PhD,4,44,4.2,"Java Developer Certification, JUnit Certification",R,10-06-2016
119,IT,Manager,4,Bachelor,5,12,2.87,"Oracle Certified Professional, Java SE Programmer, Spring Framework Certification","C#;HTML/CSS;Java;SQL;VBA;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MySQL",22-01-2020
120,Finance,Specialist,3,Bachelor,3,15,4.37,"JavaScript Developer Certificate, Certified JavaScript Developer",HTML/CSS;Java;PHP,10-07-2021
121,"Customer Support",Specialist,5,Bachelor,1,2,4.17,"Certified Jenkins Engineer, AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional","HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;React.js;Vue.js;AWS;Google Cloud Platform;Microsoft Azure",21-03-2019
122,Legal,Technician,4,Bachelor,1,42,2.94,"Atlassian Jira Administration Certification, AgilePM Certification","C#;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;jQuery;Vue.js;Microsoft SQL Server;Redis",27-11-2019
123,Operations,Manager,9,Bachelor,4,11,4.47,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","Bash/Shell;C;Java;Kotlin;Perl;PowerShell;Python;Docker;Git;Kubernetes;IBM Cloud or Watson",12-08-2015
124,Finance,Consultant,9,Bachelor,4,31,1.14,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","HTML/CSS;JavaScript;Node.js;Objective-C;Swift;TypeScript;Git;Gatsby;React.js;Google Cloud Platform;Microsoft Azure;Firebase;SQLite",04-11-2014
125,IT,Engineer,3,Bachelor,3,4,1.39,"HTML/CSS/JavaScript Certifications, Front-End Web Development Bootcamp",Bash/Shell;C;C++;Java;JavaScript;Node.js;PHP;Python;Ruby;SQL;TypeScript;Ansible;Docker;Git;Yarn;Angular;Angular.js;Drupal;Express;jQuery;Laravel;Symfony;MariaDB;MySQL;SQLite,03-11-2020
126,Marketing,Developer,8,Bachelor,1,6,4.65,"Apple Certified iOS Developer, iOS App Development Bootcamp","C#;HTML/CSS;SQL;TypeScript;Docker;Git;Kubernetes;Terraform;Yarn;ASP.NET Core ;React.js;Microsoft Azure;Microsoft SQL Server",10-11-2015
127,Engineering,Consultant,9,Bachelor,2,44,4.4,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates",Bash/Shell;Python;Git;Flask;Vue.js,01-10-2014
128,Sales,Consultant,2,Bachelor,2,27,1.74,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Git;Unreal Engine;Express;Laravel;Vue.js;Heroku;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite",16-06-2022
129,Sales,Developer,1,Bachelor,5,8,1.24,"HTML/CSS/JavaScript Certifications, Front-End Web Development Bootcamp","HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Docker;Angular;Express;React.js;Symfony;Microsoft SQL Server;MySQL;Oracle;PostgreSQL",17-06-2023
130,Sales,Engineer,4,Bachelor,1,10,1.61,"JUnit Certification, Java Developer Certification","C;HTML/CSS;JavaScript;Node.js;TypeScript;Git;React.js;Microsoft Azure",27-05-2020
131,Engineering,Specialist,9,Master,5,14,2.84,"Certified Kubernetes Administrator (CKA)/Certified Kubernetes Security Specialist (CKS)/AWS Certified Kubernetes Specialist /Red Hat Certified Specialist in OpenShift ","C#;HTML/CSS;JavaScript;SQL;VBA;Git;ASP.NET;ASP.NET Core ;jQuery;Microsoft SQL Server",17-04-2015
132,HR,Technician,0,Bachelor,5,14,2.87,"Certified Kubernetes Administrator (CKA), Docker Certified Associate",Bash/Shell;Go;HTML/CSS;JavaScript;SQL;TypeScript;Angular;PostgreSQL,17-12-2023
133,Marketing,Manager,3,Bachelor,3,9,1.96,"Microsoft Certified: Azure Data Scientist Associate, TensorFlow Developer Certificate",Bash/Shell;C;C++;JavaScript;Python;Git,06-10-2020
134,Operations,Consultant,5,Bachelor,2,41,3.83,"Maven Certification, Java Developer Certification","Java;Scala;Docker;Git;Kubernetes;AWS;Couchbase;Elasticsearch;Microsoft SQL Server",01-05-2019
135,Operations,Consultant,2,Bachelor,2,24,3.79,"AWS Certified Solutions Architect/Google Professional Cloud Architect, Microsoft Certified-Azure Solutions Architect Expert/API Design & Management certifications ","C#;Dart;Go;Java;JavaScript;Matlab;SQL;Xamarin;Angular;Angular.js;ASP.NET;jQuery;React.js;AWS;IBM Cloud or Watson;Microsoft Azure;Microsoft SQL Server",10-08-2022
136,Sales,Analyst,2,Bachelor,5,28,3.03,"Google Associate Android Developer, Apple Certified iOS Developer",Bash/Shell;Perl;PowerShell;VBA;Docker;Git;AWS,06-10-2021
137,Legal,Analyst,7,Bachelor,2,21,1.25,"Google Associate Android Developer, Apple Certified iOS Developer","Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Git;Angular.js;ASP.NET;jQuery;Spring;AWS;DynamoDB;IBM DB2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite",11-01-2017
138,"Customer Support",Manager,5,Master,5,9,4.83,"MuleSoft Certified Developer, MuleSoft Certified Architect","HTML/CSS;JavaScript;Node.js;Python;Ruby;SQL;TypeScript;Docker;Git;Yarn;jQuery;React.js;Ruby on Rails;Google Cloud Platform;Heroku;Firebase;MySQL",26-03-2019
139,Finance,Technician,5,Bachelor,2,24,1.12,"Nagios Core Administration Certification, Linux Administration Certifications",HTML/CSS;JavaScript;PHP;SQL;Docker;Git;jQuery;Laravel;React.js;Vue.js;AWS;MySQL,01-11-2018
140,Legal,Specialist,1,Bachelor,1,4,4.38,"CompTIA Network+, Cisco CCNA","Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;SQL;Git;Puppet;Express;React.js;Microsoft Azure;IBM DB2;PostgreSQL",21-12-2022
141,Engineering,Analyst,5,Bachelor,2,20,3.61,"Cisco CCNA, CompTIA Network+",Dart;HTML/CSS;JavaScript;TypeScript;Docker;Git;Angular;Firebase;MySQL;SQLite,15-01-2019
142,"Customer Support",Specialist,3,PhD,3,6,4.61,"CompTIA IT Fundamentals+, Coding Bootcamp Certificates","Assembly;Bash/Shell;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Matlab;PHP;Python;R;SQL;TypeScript;VBA;Docker;Git;Unity 3D;Xamarin;Angular;Django;Drupal;jQuery;Laravel;React.js;Spring;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL",16-03-2021
143,Legal,Specialist,7,Bachelor,2,27,2.62,"New Relic Monitoring and Observability Certifications, AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional",HTML/CSS;JavaScript;Node.js;SQL;TypeScript;Docker;Git;Yarn;Express;React.js;Vue.js;Heroku;Firebase;MongoDB;MySQL;PostgreSQL;Redis,21-11-2016
144,"Customer Support",Analyst,7,Bachelor,3,49,1.82,"Nexus Repository Manager Certification, DevOps Institute Certifications","C#;JavaScript;Kotlin;TypeScript;Git;Unity 3D;Angular;React.js;Firebase;MySQL",19-02-2017
145,Operations,Consultant,1,Bachelor,1,18,2.23,"HashiCorp Certified: Nomad Associate, Cloud Native Computing Foundation Certifications",Bash/Shell;Java;SQL;Ansible;Docker;Git;Yarn;AWS;Oracle;PostgreSQL,03-06-2023
146,"Customer Support",Consultant,6,Master,2,30,4.36,"Notary Security Certifications, Docker Security Certifications",Matlab;Python;Ruby;Git;Flask,24-02-2018
147,Legal,Engineer,5,Bachelor,1,41,3.3,"Octopus Deploy Certification, CI/CD Certifications",HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;React.js;MongoDB;MySQL,02-06-2019
148,Sales,Analyst,7,Master,3,26,4.55,"Red Hat OpenShift Administration Certification, Kubernetes Administrator Certification",Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Git;Yarn;Laravel;Symfony;AWS;Heroku;MariaDB;MySQL;PostgreSQL;SQLite,10-11-2016
149,IT,Technician,7,Master,1,3,4.75,"OpenStack Administrator Certification, Cloud Infrastructure Certifications",JavaScript;Kotlin;Docker;Git;MySQL;SQLite,01-08-2017
150,Finance,Analyst,3,Bachelor,1,17,3,"Oracle Certified Professional, Java SE Programmer, Oracle Database SQL Certified Associate","C#;HTML/CSS;TypeScript;Docker;Git;Angular;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;SQLite",19-03-2021
151,Operations,Consultant,3,Bachelor,4,11,4.76,"Oracle SQL Certified Associate, Oracle Database SQL Expert",C;C++;Dart;Java;JavaScript;Kotlin;Node.js;R;Git;Puppet;Django;Flask;React.js;Heroku;Firebase;MySQL;Oracle;SQLite,27-10-2020
152,Sales,Manager,1,Bachelor,4,10,1.02,"HashiCorp Certified: Packer Associate, Infrastructure as Code Certifications","Bash/Shell;C;C#;HTML/CSS;JavaScript;Node.js;Python;Git;Unity 3D;AWS",04-06-2023
153,Marketing,Technician,9,Bachelor,5,49,4.44,"Zend Certified PHP Engineer, PHP Framework Certifications","Bash/Shell;Go;Groovy;HTML/CSS;Java;JavaScript;Node.js;Python;TypeScript;Git;Kubernetes;Angular;Angular.js;Express;React.js;Spring;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;MongoDB;SQLite",22-09-2014
154,"Customer Support",Specialist,7,Bachelor,3,19,4.88,"Microsoft Certified: Azure Administrator Associate, Windows PowerShell Training",C;Python;Rust;Ansible;Docker;Git,14-07-2017
155,Legal,Engineer,9,Bachelor,3,49,3.78,"Certified Scrum Product Owner (CSPO), Product Management Professional (PMP)",Assembly;C;C#;VBA;SQLite,22-06-2015
156,"Customer Support",Specialist,1,Master,1,30,1.05,"CompTIA IT Fundamentals+, Microsoft Certified: Azure Fundamentals, Oracle Certified Associate (OCA) in Java/Python, AWS Certified Developer - Associate",Assembly;Bash/Shell;C;Go;Python;Rust;Git,28-06-2023
157,Legal,Manager,4,Bachelor,1,5,1.79," CompTIA IT Fundamentals+, Microsoft Certified: Azure Fundamentals, Oracle Certified Associate (OCA) in Java/Python, AWS Certified Developer - Associate",Bash/Shell;Dart;HTML/CSS;JavaScript;Python;Docker;Git;Angular.js;Django;Vue.js;Heroku;PostgreSQL;SQLite,04-05-2020
158,Operations,Analyst,9,Bachelor,1,45,3.34,"Certified Kubernetes Administrator (CKA), Grafana Cloud Monitoring Certification, Prometheus Certified Associate (PCA) ",Bash/Shell;HTML/CSS;Java;JavaScript;Python;Git,16-07-2015
159,Legal,Technician,9,Master,1,36,4.04,"Puppet Certified Professional, Red Hat Certified Specialist in Configuration Management, AWS Certified DevOps Engineer","Bash/Shell;C#;Java;Kotlin;SQL;VBA;Docker;Git;Kubernetes;Spring;IBM Cloud or Watson;Microsoft SQL Server;PostgreSQL",21-06-2015
160,Operations,Manager,2,Master,4,28,4.15,"ISTQB Certified Tester, Certified Python Developer (PCAP, PCPP), Selenium WebDriver with Python Certification","C#;PowerShell;Python;Git;Microsoft Azure;Microsoft SQL Server;SQLite",04-07-2022
161,Engineering,Manager,8,Master,1,43,2.85,"Microsoft Certified: Python Programming, Google Professional Data Engineer, AWS Certified Developer - Associate, PCAP (Certified Associate in Python Programming)","Objective-C;Ruby;Swift;Git;Unity 3D;MySQL",27-12-2015
162,HR,Technician,4,Bachelor,5,35,2.04,"ISTQB Foundation Level, Certified Software Quality Analyst (CSQA), Certified Software Test Engineer (CSTE)",HTML/CSS;JavaScript;TypeScript;Express;React.js;Vue.js;DigitalOcean;MongoDB;MySQL;Redis,13-09-2019
163,Finance,Technician,1,Bachelor,5,46,1.78,"Meta Front-End Developer Certificate, React Nanodegree (Udacity), AWS Certified Developer - Associate","C#;HTML/CSS;JavaScript;Kotlin;Node.js;Objective-C;PowerShell;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;Express;jQuery;React.js;AWS;Microsoft Azure;Firebase;Microsoft SQL Server;Redis;SQLite",19-01-2023
164,Legal,Analyst,7,Bachelor,1,33,1.97,"Certified LabVIEW Developer (CLD), ROS (Robot Operating System) Certification, Siemens Mechatronic Systems Certification",C;C++;PHP;Python;Git;Flask;MongoDB;MySQL;Oracle;Redis,21-11-2016
165,Engineering,Analyst,3,Bachelor,2,26,1.82,"Ruby Association Certified Ruby Programmer, AWS Certified Developer - Associate","Bash/Shell;HTML/CSS;JavaScript;PHP;PowerShell;Ruby;SQL;TypeScript;Docker;Git;Yarn;jQuery;Laravel;Ruby on Rails;Vue.js;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite",19-12-2020
166,Sales,Specialist,4,Bachelor,3,29,3.49,"Salesforce Certified Platform Developer I & II, Salesforce Certified Administrator",C++;Java;JavaScript;Kotlin;Python;SQL;Ansible;Docker;Git;Kubernetes;AWS;Elasticsearch;Oracle;Redis,18-05-2020
167,Sales,Manager,6,Bachelor,4,44,1.14,"Google Analytics Certification, HubSpot Content Marketing Certification, SEMrush SEO Fundamentals Certification","C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;TypeScript;Docker;Git;Xamarin;Angular;ASP.NET;ASP.NET Core ;Microsoft SQL Server;PostgreSQL",04-06-2018
168,Legal,Analyst,7,Bachelor,5,48,1.97,"Certified Ethical Hacker (CEH), CISSP (Certified Information Systems Security Professional), CompTIA Security+, OSCP (Offensive Security Certified Professional)",Go;Docker;Cassandra,18-11-2016
169,Legal,Specialist,5,Bachelor,4,17,4.25,"ISTQB Advanced Test Automation Engineer, Certified Selenium Professional, Test Automation Engineer (TAE) Certification","Python;ASP.NET Core ;Microsoft SQL Server;MySQL;PostgreSQL;SQLite",27-01-2019
170,Legal,Technician,4,Bachelor,5,22,2.59,"Red Hat Certified Specialist in Ansible Automation, AWS Certified DevOps Engineer - Professional",LISP;PHP;Python;Scala;SQL;Docker;MySQL;PostgreSQL;SQLite,22-10-2019
171,Engineering,Manager,1,Bachelor,3,49,4.72,"AWS Certified Solutions Architect - Professional, Google Professional Cloud Architect, Microsoft Certified: Azure Solutions Architect Expert",HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;Laravel;React.js;Symfony;Vue.js;AWS;DigitalOcean;MySQL;Redis;SQLite,09-04-2023
172,Finance,Developer,9,Bachelor,2,23,3.63,"AWS Certified DevOps Engineer - Professional, Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA)","HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript;Git;Yarn;React.js;Ruby on Rails;Spring;MySQL;PostgreSQL",28-03-2015
173,Operations,Developer,4,PhD,2,17,2.24,"AWS Certified DevOps Engineer ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ Professional, Docker Certified Associate",Bash/Shell;JavaScript;PHP;SQL;Git;AWS;DigitalOcean;MySQL,30-03-2020
174,Marketing,Specialist,4,Bachelor,5,30,3.36,"Certified DevSecOps Professional (CDP), AWS Certified Security - Specialty, Certified Kubernetes Security Specialist (CKS)","Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;SQL;Docker;Git;React.js;Spring;AWS;Google Cloud Platform;Oracle;PostgreSQL",20-09-2019
175,"Customer Support",Analyst,0,Bachelor,2,48,3.85,"Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect - Professional",C++;Elixir;Rust;Kubernetes;Terraform;AWS,05-05-2024
176,Engineering,Developer,0,Bachelor,3,14,3.59,"Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect - Professional",C;C++;Java;Matlab;R;Git;Vue.js,26-08-2024
177,HR,Consultant,7,Bachelor,3,2,3.79,"Microsoft Certified: SharePoint Developer, Microsoft 365 Certified: Developer Associate","Python;Docker;Git;Kubernetes;AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure;MongoDB;PostgreSQL",13-05-2017
178,"Customer Support",Analyst,7,Bachelor,4,42,1.14,"Microsoft Certified: Azure Developer Associate, AWS Certified Developer - Associate, Oracle Certified Professional Java SE Developer","C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Docker;Git;Angular;Angular.js;AWS;Google Cloud Platform;Elasticsearch;MongoDB;MySQL;Oracle",01-08-2017
179,"Customer Support",Technician,6,Bachelor,2,21,1.3,"Microsoft Certified: Azure Developer Associate, AWS Certified Developer - Associate, Oracle Certified Professional Java SE Developer",JavaScript;Python;Docker;Git;Kubernetes;Django;React.js;AWS;SQLite,28-02-2018
180,Legal,Manager,8,Master,2,36,2.89,"Certified Secure Software Lifecycle Professional (CSSLP), OWASP Top 10 Security Testing Certifications","C#;Git;ASP.NET Core ;Vue.js;Microsoft Azure;Microsoft SQL Server",25-06-2016
181,Legal,Technician,7,Bachelor,1,13,2.39,"Splunk Core Certified Power User, Splunk Enterprise Security Admin",Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Docker;Git;Yarn;Express;Gatsby;jQuery;React.js,13-04-2017
182,Legal,Manager,0,Bachelor,2,38,4.28,"Splunk Core Certified User, Splunk Core Certified Power User, Splunk Enterprise Security Certified Admin",HTML/CSS;JavaScript;Angular.js;jQuery,02-08-2024
183,Sales,Technician,6,Bachelor,4,26,2.47,"Microsoft Certified: Azure Data Engineer Associate, Oracle Database SQL Certified Associate","Assembly;Bash/Shell;C;C++;PowerShell;Python;Git;Microsoft Azure",28-05-2018
184,"Customer Support",Manager,2,Bachelor,5,27,1.46,"Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect - Professional","Bash/Shell;JavaScript;Python;SQL;Docker;Git;Django;jQuery;AWS;Google Cloud Platform;Heroku;MongoDB;MySQL;PostgreSQL;SQLite",14-05-2022
185,Finance,Technician,9,Bachelor,3,30,2.69,"Google Professional Cloud DevOps Engineer, Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect - Professional","Dart;Python;Docker;Git;AWS;Google Cloud Platform;Firebase;MongoDB;PostgreSQL;SQLite",15-01-2015
186,HR,Manager,1,Bachelor,4,37,4.38,"CompTIA Linux+, Red Hat Certified System Administrator (RHCSA), Microsoft Certified: Windows Server Hybrid Administrator Associate",HTML/CSS;JavaScript;PHP;Python;SQL;Docker;Git;jQuery;Symfony;MySQL,27-07-2023
187,Legal,Engineer,5,Master,4,28,3.08,"CompTIA Server+, Microsoft Certified: Azure Solutions Architect Expert, Red Hat Certified Engineer (RHCE)","Dart;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript;Git;Yarn;Angular;Express;React.js;Symfony;Google Cloud Platform;Elasticsearch;Firebase;MySQL",19-10-2018
188,IT,Specialist,2,Bachelor,2,14,4.01,"JetBrains TeamCity Certification (if available), AWS Certified DevOps Engineer - Professional","Go;Groovy;Java;Kotlin;Python;Ansible;Docker;Git;Kubernetes;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis",15-02-2022
